       1.008435        0.565216
       1.007394        0.488547
       1.006248        0.446481
       1.004988        0.416441
       1.003602        0.392269
       1.002077        0.371172
       1.000399        0.352355
       0.998552        0.334906
       0.996520        0.318373
       0.994283        0.302860
       0.991822        0.287621
       0.989114        0.272933
       0.986133        0.258382
       0.982852        0.244138
       0.979240        0.230141
       0.975265        0.216123
       0.970888        0.201925
       0.966070        0.187745
       0.960764        0.173577
       0.954922        0.159037
       0.948489        0.144616
       0.941403        0.129896
       0.933598        0.114790
       0.924999        0.099412
       0.915525        0.084357
       0.905085        0.068278
       0.893577        0.051649
       0.880892        0.034812
       0.866904        0.017337
       0.851477       -0.000394
       0.834459       -0.019064
       0.815681       -0.039222
       0.794954       -0.059199
       0.772069       -0.081239
       0.746792       -0.103438
       0.718862       -0.129742
       0.687987       -0.155909
       0.653843       -0.186289
       0.616062       -0.219700
       0.572941       -0.257225
       0.524835       -0.302015
       0.000015        1.132542
       0.000083        1.119633
       0.000241        1.090696
       0.000508        1.044666
       0.000910        0.979854
       0.001473        0.897304
       0.002224        0.799509
       0.003186        0.690750
       0.004383        0.575830
       0.005837        0.458392
       0.007569        0.344725
       0.009598        0.237263
       0.011948        0.137249
       0.014641        0.045615
       0.017704       -0.037339
       0.021164       -0.117662
       0.025055       -0.184394
       0.029412       -0.249257
       0.034275       -0.307508
       0.039688       -0.360536
       0.045702       -0.407233
       0.052370       -0.450222
       0.059751       -0.490270
       0.067913       -0.526518
       0.076926       -0.557583
       0.086870       -0.587419
       0.097832       -0.610934
       0.109905       -0.633425
       0.123192       -0.649173
       0.137805       -0.660266
       0.153865       -0.666452
       0.171503       -0.664914
       0.190863       -0.655129
       0.212096       -0.639017
       0.235370       -0.616705
       0.260862       -0.589303
       0.288763       -0.556893
       0.319278       -0.521802
       0.352623       -0.482691
       0.389031       -0.441796
       0.429164       -0.397424
       0.475148       -0.349324
       0.000015        1.132585
       0.000083        1.119645
       0.000241        1.091348
       0.000508        1.044980
       0.000910        0.979295
       0.001473        0.897352
       0.002224        0.798787
       0.003186        0.688834
       0.004383        0.576167
       0.005837        0.458310
       0.007569        0.346693
       0.009598        0.237924
       0.011948        0.138601
       0.014641        0.044327
       0.017704       -0.040518
       0.021164       -0.114867
       0.025055       -0.186487
       0.029412       -0.248092
       0.034275       -0.307621
       0.039688       -0.359432
       0.045702       -0.407061
       0.052370       -0.450810
       0.059751       -0.490668
       0.067913       -0.526625
       0.076926       -0.558494
       0.086870       -0.586841
       0.097832       -0.610473
       0.109905       -0.632078
       0.123192       -0.649033
       0.137805       -0.660846
       0.153865       -0.666325
       0.171503       -0.664627
       0.190863       -0.656062
       0.212096       -0.639285
       0.235370       -0.617167
       0.260862       -0.588992
       0.288763       -0.557295
       0.319278       -0.520887
       0.352623       -0.481954
       0.389031       -0.442277
       0.429164       -0.397404
       0.475148       -0.349167
       1.008435        0.566586
       1.007394        0.488458
       1.006248        0.446394
       1.004988        0.416336
       1.003602        0.391923
       1.002077        0.370993
       1.000399        0.352343
       0.998552        0.334981
       0.996520        0.318409
       0.994283        0.302617
       0.991822        0.287542
       0.989114        0.272912
       0.986133        0.258518
       0.982852        0.244043
       0.979240        0.230000
       0.975265        0.215885
       0.970888        0.201944
       0.966070        0.187855
       0.960764        0.173438
       0.954922        0.159453
       0.948489        0.144470
       0.941403        0.129861
       0.933598        0.114914
       0.924999        0.099588
       0.915525        0.083851
       0.905085        0.068124
       0.893577        0.051855
       0.880892        0.034866
       0.866904        0.017365
       0.851477       -0.000777
       0.834459       -0.019088
       0.815681       -0.038814
       0.794954       -0.059065
       0.772069       -0.081177
       0.746792       -0.104128
       0.718862       -0.129249
       0.687987       -0.155901
       0.653843       -0.185887
       0.616062       -0.219934
       0.572941       -0.257299
       0.524835       -0.302121
