       1.008926        0.779287
       1.008915        0.730863
       1.008904        0.705682
       1.008891        0.688207
       1.008877        0.674392
       1.008862        0.662376
       1.008845        0.651742
       1.008827        0.642009
       1.008807        0.632976
       1.008784        0.624564
       1.008760        0.616382
       1.008733        0.608574
       1.008703        0.601155
       1.008671        0.593648
       1.008635        0.586457
       1.008595        0.579334
       1.008552        0.572307
       1.008504        0.565520
       1.008452        0.558629
       1.008394        0.551832
       1.008330        0.545206
       1.008260        0.538279
       1.008183        0.531654
       1.008099        0.524864
       1.008006        0.517978
       1.007903        0.511290
       1.007791        0.504421
       1.007667        0.497698
       1.007531        0.490703
       1.007381        0.483915
       1.007216        0.476874
       1.007034        0.469866
       1.006835        0.462697
       1.006616        0.455662
       1.006374        0.448354
       1.006109        0.441200
       1.005817        0.433784
       1.005495        0.426505
       1.005142        0.418924
       1.004754        0.411229
       1.004326        0.403569
       1.003856        0.395813
       1.003339        0.387935
       1.002770        0.379903
       1.002144        0.372108
       1.001456        0.363469
       1.000699        0.355424
       0.999867        0.346981
       0.998951        0.338360
       0.997944        0.329713
       0.996837        0.320772
       0.995619        0.311761
       0.994279        0.302893
       0.992806        0.293382
       0.991186        0.284087
       0.989404        0.274392
       0.987445        0.264541
       0.985290        0.254751
       0.982921        0.244352
       0.980316        0.234093
       0.977452        0.223713
       0.974302        0.212781
       0.970840        0.201721
       0.967033        0.190426
       0.962848        0.178873
       0.958248        0.167095
       0.953192        0.155241
       0.947634        0.142812
       0.941527        0.130155
       0.934816        0.117186
       0.927442        0.103689
       0.919341        0.090034
       0.910441        0.076205
       0.900667        0.061768
       0.889933        0.046700
       0.878148        0.031422
       0.865211        0.015343
       0.851012       -0.000944
       0.835432       -0.018149
       0.818343       -0.036021
       0.799602       -0.055107
       0.779057       -0.074570
       0.756542       -0.094733
       0.731879       -0.117533
       0.704876       -0.141891
       0.675323       -0.166970
       0.642999       -0.195070
       0.607666       -0.226873
       0.568702       -0.261790
       0.524094       -0.302218
       0.000000        1.136404
       0.000000        1.136403
       0.000000        1.136401
       0.000000        1.136396
       0.000000        1.136389
       0.000000        1.136378
       0.000000        1.136363
       0.000000        1.136342
       0.000000        1.136315
       0.000000        1.136279
       0.000000        1.136233
       0.000001        1.136174
       0.000001        1.136099
       0.000001        1.136002
       0.000002        1.135882
       0.000003        1.135733
       0.000003        1.135545
       0.000005        1.135314
       0.000006        1.135022
       0.000008        1.134669
       0.000010        1.134233
       0.000013        1.133694
       0.000016        1.133025
       0.000020        1.132220
       0.000025        1.131229
       0.000032        1.130007
       0.000040        1.128548
       0.000049        1.126757
       0.000061        1.124579
       0.000075        1.121890
       0.000093        1.118690
       0.000114        1.114797
       0.000140        1.110115
       0.000172        1.104387
       0.000210        1.097704
       0.000256        1.089444
